ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
42862,Agnes Geraldine Griffith,F,19,162,54,Grenada,GRN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 200 metres,NA
42862,Agnes Geraldine Griffith,F,19,162,54,Grenada,GRN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 400 metres,NA
42872,Delorez Florence Griffith Joyner,F,28,170,57,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 100 metres,Gold
42872,Delorez Florence Griffith Joyner,F,28,170,57,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 200 metres,Gold
42872,Delorez Florence Griffith Joyner,F,28,170,57,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
42872,Delorez Florence Griffith Joyner,F,28,170,57,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
43133,"Margaret Keyes Groos (Lane-, Thomas-, -Sloan)",F,28,167,54,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Marathon,NA
43224,Sissel Sofie Grottenberg,F,32,171,54,Norway,NOR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Marathon,NA
43705,Edgardo Guilbe Alomar,M,22,188,73,Puerto Rico,PUR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 200 metres,NA
43736,Agberto Joo Conceio Guimares,M,31,175,57,Brazil,BRA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,NA
43801,Mogens Daniel Guldberg,M,25,184,65,Denmark,DEN,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 1,500 metres",NA
43923,Sally Jane Janet Gunnell (-Bigg),F,22,167,58,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 100 metres Hurdles,NA
43923,Sally Jane Janet Gunnell (-Bigg),F,22,167,58,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 400 metres Hurdles,NA
43923,Sally Jane Janet Gunnell (-Bigg),F,22,167,58,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,NA
44008,Lyubov Mikhaylovna Gurina,F,31,166,57,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Women's 1,500 metres",NA
44091,Bo Henning Gustafsson,M,33,175,64,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 50 kilometres Walk,NA
44332,Gwon Seong-Nak,M,23,176,64,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Marathon,NA
44460,Christian Haas,M,30,181,76,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,NA
44460,Christian Haas,M,30,181,76,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,NA
44577,Roger Graham Hackney,M,31,183,74,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 3,000 metres Steeplechase",NA
44579,Markus Hacksteiner,M,23,186,72,Switzerland,SUI,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 1,500 metres",NA
44772,Andrea Hahmann (Lange-),F,22,176,58,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Women's 1,500 metres",NA
44960,Hussein Haleem,M,19,156,48,Maldives,MDV,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Marathon,NA
45023,Loreen Doloris Hall,F,20,170,63,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 400 metres,NA
45054,Helga Halldrsdttir,F,25,174,60,Iceland,ISL,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 400 metres Hurdles,NA
45155,John Halvorsen,M,22,174,58,Norway,NOR,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 10,000 metres",NA
45171,Ahmed Hamada Jassim,M,26,183,70,Bahrain,BRN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres Hurdles,NA
45303,Sally Hamilton-Fleming,F,23,179,63,Australia,AUS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 400 metres Hurdles,NA
45389,Curt Hampstead,M,26,186,73,Guyana,GUY,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 110 metres Hurdles,NA
45584,Mohamed Hanim,M,22,163,56,Maldives,MDV,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,NA
46093,Paul Anthony Harmsworth,M,24,171,67,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,NA
46137,"Philip James Charles ""Phil"" Harries",M,22,183,88,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres Hurdles,NA
46462,Yvonne Hasler,F,19,174,60,Liechtenstein,LIE,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 200 metres,NA
46484,Ali Ismael Hassan,M,21,157,42,Djibouti,DJI,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 5,000 metres",NA
47120,Fritz Werner Heer,M,29,175,70,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,NA
47164,Rita Heggli (-Schnenberger),F,25,165,56,Switzerland,SUI,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 100 metres Hurdles,NA
47328,"James Anthony ""Jim"" Heiring",M,32,187,67,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 20 kilometres Walk,NA
47692,"Markus Antonius ""Mark"" Henrich",M,27,185,72,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
48021,Honorato Hernndez Blanco,M,32,176,60,Spain,ESP,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Marathon,NA
48054,Mauricio Hernndez Snchez,M,26,175,61,Mexico,MEX,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,NA
48117,Jens-Peter Herold,M,23,176,64,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 1,500 metres",Bronze
48145,Jess Herrera,M,26,174,56,Mexico,MEX,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Marathon,NA
48907,"Samuel ""Sam"" Hlawe",M,36,169,64,Swaziland,SWZ,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Marathon,NA
49030,Lindel Hodge,M,29,188,78,British Virgin Islands,IVB,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,NA
49030,Lindel Hodge,M,29,188,78,British Virgin Islands,IVB,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 200 metres,NA
49032,Neville Gomez Hodge,M,32,172,64,United States Virgin Islands,ISV,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,NA
49372,Maree Anne Holland (Chapman-),F,25,169,55,Australia,AUS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 400 metres,NA
49660,Melford Homela,M,18,167,55,Zimbabwe,ZIM,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,NA
49660,Melford Homela,M,18,167,55,Zimbabwe,ZIM,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 1,500 metres",NA
49795,Simon Edward Charles Hoogewerf,M,25,175,66,Canada,CAN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,NA
49818,"Richard ""Dick"" Hooper",M,32,174,68,Ireland,IRL,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Marathon,NA
50196,John Hou,M,19,178,60,Papua New Guinea,PNG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,NA
50331,Sherri Frances Howard,F,26,170,53,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
50335,Denean Elizabeth Howard-Hill,F,23,165,55,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 400 metres,NA
50335,Denean Elizabeth Howard-Hill,F,23,165,55,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
50507,Nataliya Mykolavna Hrygor'ieva (Dorofeieva-),F,25,172,62,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 100 metres Hurdles,NA
50730,"Victoria Lyn ""Vicki"" Huber",F,21,168,54,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Women's 3,000 metres",NA
50782,Ji Hudec,M,24,184,78,Czechoslovakia,TCH,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 110 metres Hurdles,NA
51000,"Jacqueline ""Jackie"" Humphrey (-Tompkins, -Corbin)",F,22,163,50,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 100 metres Hurdles,NA
51079,Jill Hunter (-Boltz),F,21,170,51,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Women's 3,000 metres",NA
51082,Linda Elisabeth Hunter,F,24,175,54,Zimbabwe,ZIM,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Marathon,NA
51240,Ibrahim Kipkemboi Hussein,M,30,170,57,Kenya,KEN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Marathon,NA
51375,Hwang Hong-Cheol,M,22,181,78,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres Hurdles,NA
51375,Hwang Hong-Cheol,M,22,181,78,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,NA
51703,Evgeni Ignatov Ignatov,M,29,184,68,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 5,000 metres",NA
51703,Evgeni Ignatov Ignatov,M,29,184,68,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 10,000 metres",NA
51757,Juma Ikangaa,M,31,164,58,Tanzania,TAN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Marathon,NA
51811,"Magda Ilands (-Moons, -Versluys)",F,38,159,53,Belgium,BEL,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Marathon,NA
51859,Tsvetanka Pavlova Ilieva (-Kostadinova),F,25,165,52,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 100 metres Relay,NA
51936,Im Chun-Ae,F,19,168,48,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Women's 3,000 metres",NA
51936,Im Chun-Ae,F,19,168,48,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,NA
51944,Im Eun-Ju,F,27,162,48,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Marathon,NA
52040,"Chukwudi ""Chidi"" Imoh",M,25,188,77,Nigeria,NGR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,NA
52086,Allan Ince,M,20,178,70,Barbados,BAR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres Hurdles,NA
52086,Allan Ince,M,20,178,70,Barbados,BAR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,NA
52583,Ahmed Mohamed Ismail,M,24,180,66,Somalia,SOM,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Marathon,NA
52716,Edgar Itt,M,21,186,75,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres Hurdles,NA
52716,Edgar Itt,M,21,186,75,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
52744,Paula Ivan (-Ilie),F,25,170,57,Romania,ROU,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Women's 1,500 metres",Gold
52744,Paula Ivan (-Ilie),F,25,170,57,Romania,ROU,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Women's 3,000 metres",Silver
52755,Vyacheslav Ivanovich Ivanenko,M,27,164,56,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 50 kilometres Walk,Gold
52820,Lyubomir Ilkov Ivanov,M,28,188,74,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 20 kilometres Walk,NA
52879,Zoya Aleksandrovna Ivanova,F,36,164,52,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Marathon,NA
53064,Andrew Jachno,M,26,183,73,Australia,AUS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 20 kilometres Walk,NA
53064,Andrew Jachno,M,26,183,73,Australia,AUS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 50 kilometres Walk,NA
53098,Colin Ray Jackson,M,21,182,75,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 110 metres Hurdles,Silver
53156,Grace Jackson-Small,F,27,178,61,Jamaica,JAM,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 100 metres,NA
53156,Grace Jackson-Small,F,27,178,61,Jamaica,JAM,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 200 metres,Silver
53156,Grace Jackson-Small,F,27,178,61,Jamaica,JAM,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 100 metres Relay,NA
53201,Regina Jacobs,F,25,168,51,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Women's 1,500 metres",NA
53202,Kim Simone Geraldine Jacobs,F,22,155,51,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 100 metres,NA
53202,Kim Simone Geraldine Jacobs,F,22,155,51,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 200 metres,NA
53202,Kim Simone Geraldine Jacobs,F,22,155,51,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 100 metres Relay,NA
53276,Nordin Mohamed Jadi,M,26,170,62,Malaysia,MAS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres,NA
53358,Blanca Jaime,F,22,158,52,Mexico,MEX,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Marathon,NA
53439,Mohamed Shah Jalal,M,22,167,61,Bangladesh,BAN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,NA
53439,Mohamed Shah Jalal,M,22,167,61,Bangladesh,BAN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,NA
53449,Dawda Jallow,M,21,180,70,Gambia,GAM,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres,NA
53626,Jang Jae-Geun,M,26,184,76,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 200 metres,NA
53626,Jang Jae-Geun,M,26,184,76,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,NA
53693,Karin Johanna Maria Janke (-Mattern),F,24,178,63,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 200 metres,NA
53736,"Jolanta Zofia Janota (-Marlec, -Gurbiel)",F,24,173,63,Poland,POL,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 100 metres,NA
53736,"Jolanta Zofia Janota (-Marlec, -Gurbiel)",F,24,173,63,Poland,POL,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 200 metres,NA
53736,"Jolanta Zofia Janota (-Marlec, -Gurbiel)",F,24,173,63,Poland,POL,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 100 metres Relay,NA
53940,"Anthony Alexander ""Tony"" Jarrett",M,20,188,80,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 110 metres Hurdles,NA
54067,Jabou Jawo,F,26,155,55,Gambia,GAM,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 100 metres,NA
54099,Wendy J. Jeal (-McDonnell),F,27,165,63,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 100 metres Hurdles,NA
54146,Tomasz Jdrusik,M,19,173,71,Poland,POL,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres,NA
54316,Lynn A. Jennings (Hill-),F,28,165,50,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Women's 10,000 metres",NA
54365,Erik Sidenius Jensen (-Sidenius),M,26,189,85,Denmark,DEN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 110 metres Hurdles,NA
54563,Jeong Mi-Ja,F,18,162,46,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Women's 10,000 metres",NA
54569,Jeong Myeong-O,M,24,173,62,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 20 kilometres Walk,NA
54573,Jeong Pil-Hwa,M,33,167,67,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 20 kilometres Walk,NA
54628,"Jerome ""Jerry"" Jeremiah",M,25,165,65,Vanuatu,VAN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,NA
54628,"Jerome ""Jerry"" Jeremiah",M,25,165,65,Vanuatu,VAN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 200 metres,NA
54901,K. Tilaka Dhammika Jinadasa,F,25,166,49,Sri Lanka,SRI,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 100 metres Hurdles,NA
54985,Jo Jin-Saeng,M,23,176,64,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 1,500 metres",NA
54985,Jo Jin-Saeng,M,23,176,64,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,NA
55259,Jan Bengt Stefan Johansson,M,21,181,72,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 20 kilometres Walk,NA
55259,Jan Bengt Stefan Johansson,M,21,181,72,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 50 kilometres Walk,NA
55333,Barbara Johnson,F,25,179,70,Ireland,IRL,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 400 metres Hurdles,NA
55335,"Benjamin Sinclair ""Ben"" Johnson, Jr.",M,26,177,75,Canada,CAN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,NA
55413,Kerry Dale Johnson,F,24,163,50,Australia,AUS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 100 metres,NA
55413,Kerry Dale Johnson,F,24,163,50,Australia,AUS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 200 metres,NA
55419,Laurel Johnson,F,21,178,64,Jamaica,JAM,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 100 metres Relay,NA
55589,Modupe D. A. Jonah,M,NA,NA,NA,Sierra Leone,SLE,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 1,500 metres",NA
55641,Dale Anthony Jones,M,24,187,67,Antigua and Barbuda,ANT,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,NA
55641,Dale Anthony Jones,M,24,187,67,Antigua and Barbuda,ANT,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 1,500 metres",NA
55956,Jocelyn Joseph,F,24,181,54,Antigua and Barbuda,ANT,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 200 metres,NA
56016,Khaled Ibrahim Jouma,M,25,171,66,Bahrain,BRN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,NA
56119,Henrik Hve Jrgensen,M,26,178,59,Denmark,DEN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Marathon,NA
56435,Maryse Justin (-Pyndiah),F,29,158,46,Mauritius,MRI,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Marathon,NA
56502,Danile Kaber,F,28,160,45,Luxembourg,LUX,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Marathon,NA
56614,"Andrew John ""Andy"" Kaestner",M,24,172,66,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 50 kilometres Walk,NA
56825,Douglas Kalembo,M,28,178,56,Zambia,ZAM,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres,NA
56825,Douglas Kalembo,M,28,178,56,Zambia,ZAM,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,NA
57413,Lszl Karaffa,M,24,193,92,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,NA
57500,Branislav Karauli,M,25,190,75,Yugoslavia,YUG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres Hurdles,NA
57500,Branislav Karauli,M,25,190,75,Yugoslavia,YUG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,NA
57557,Hassan Karimou,M,NA,NA,NA,Niger,NIG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Marathon,NA
57573,Julius Kariuki,M,27,181,62,Kenya,KEN,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 3,000 metres Steeplechase",Gold
57799,Takahiko Kasahara,M,21,180,75,Japan,JPN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,NA
57799,Takahiko Kasahara,M,21,180,75,Japan,JPN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,NA
57839,Ravil Iskhakovich Kashapov,M,31,170,61,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Marathon,NA
57879,Mwana Bute Kasongo,M,24,187,72,Congo (Kinshasa),COD,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres,NA
58011,Eugnio Katombi,M,30,174,71,Angola,ANG,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 1,500 metres",NA
58045,Raisa Filippovna Katyukova-Smekhnova,F,38,166,55,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Marathon,NA
58212,Hiromi Kawasumi,M,26,180,70,Japan,JPN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,NA
58329,"Thomas Joseph ""T. J."" Kearns",M,22,190,82,Ireland,IRL,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 110 metres Hurdles,NA
58388,"Anne ""Ann"" Keenan-Buckley",F,26,168,54,Ireland,IRL,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Women's 3,000 metres",NA
58438,Francis Keita,M,18,170,72,Sierra Leone,SLE,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,NA
58774,Linda Keough (-Staines),F,24,174,60,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 400 metres,NA
58774,Linda Keough (-Staines),F,24,174,60,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,NA
58809,"Stephen ""Steve"" Kerho",M,24,188,75,Canada,CAN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 110 metres Hurdles,NA
58910,Sinikka Marja-Liisa Keskitalo (Leppl-),F,37,153,46,Finland,FIN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Marathon,NA
59004,"Tobolane ""Benny"" Kgarametso",M,22,182,72,Botswana,BOT,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 200 metres,NA
59004,"Tobolane ""Benny"" Kgarametso",M,22,182,72,Botswana,BOT,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,NA
59068,Omer Khalifa,M,31,174,64,Sudan,SUD,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 1,500 metres",NA
59164,Moses Zarak Khan,M,22,186,56,Fiji,FIJ,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 1,500 metres",NA
59201,Mothobi Kharitse,M,23,175,73,Lesotho,LES,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,NA
59283,Allaoua Khellil,M,34,174,59,Algeria,ALG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Marathon,NA
59298,Khin Khin Htwe,F,25,164,44,Myanmar,MYA,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Women's 1,500 metres",NA
59298,Khin Khin Htwe,F,25,164,44,Myanmar,MYA,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Women's 3,000 metres",NA
59742,"Mary Elizabeth ""Molly"" Killingbeck",F,29,170,56,Canada,CAN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,NA
59768,Kim Bok-Seop,M,21,172,67,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,NA
60064,Kim Jin-Tae,M,24,186,79,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 110 metres Hurdles,NA
60125,Kim Mi-Gyeong,F,21,165,51,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Marathon,NA
60278,Kim Sun-Ja,F,22,165,52,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 400 metres Hurdles,NA
60278,Kim Sun-Ja,F,22,165,52,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,NA
60312,Kim Won-Tak,M,24,171,56,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Marathon,NA
60325,Kim Yeong-Gil,M,23,169,53,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 5,000 metres",NA
60400,Kipkemboi Kimeli,M,21,173,64,Kenya,KEN,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 10,000 metres",Bronze
60436,"Beverly ""Bev"" Kinch",F,24,162,58,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 100 metres Relay,NA
60514,Roger Nona Kingdom,M,26,185,91,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 110 metres Hurdles,Gold
60580,Gisela Maria Kinzel (Gottwald-),F,27,172,60,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,NA
60592,Simeon Kipkemboi,M,28,190,74,Kenya,KEN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres,NA
60592,Simeon Kipkemboi,M,28,190,74,Kenya,KEN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,NA
60592,Simeon Kipkemboi,M,28,190,74,Kenya,KEN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,NA
60617,Nixon Kiprotich,M,25,185,68,Kenya,KEN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,NA
60625,Joseph Kipsang,M,25,179,54,Kenya,KEN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Marathon,NA
